"","mean","sd","2.5%","50%","97.5%","Rhat","n.eff"
"p[2,6]",2.28502358296514,0.238519194440634,1.8658001061417,2.26462628888866,2.80656054822405,1,5523
"p[2,7]",1.7111511172154,0.14893070106518,1.42557042061949,1.7068524927005,2.01845389836224,1,4855
"p[2,8]",1.85104344739265,0.269870831868362,1.37781412558739,1.83715999523599,2.42806616853784,1,2566
"p[2,9]",1.58775118262672,0.151483943113686,1.30118189739624,1.57939122495887,1.90183927760142,1,3513
"p[2,10]",2.56310087358136,0.384107582752098,1.92746515609015,2.51906062481603,3.40453868612921,1,2073
"p[2,11]",1.69812023673117,0.169432797750483,1.38172877773418,1.6916484794351,2.04364167536544,1,2687
"p[3,1]",1.66951253328983,0.273100342383107,1.18913113996063,1.65393709922999,2.26520018780673,1,4321
"p[3,2]",1.26358491837143,0.113448818539788,1.05350675415311,1.26251234071317,1.49467910682613,1,4537
"p[3,3]",2.58932773814564,0.323471658173471,2.01753325994119,2.56794074240231,3.3085662047608,1,2686
"p[3,4]",2.81843596107769,0.418690904431009,2.08256950476349,2.78240493400673,3.7456971188924,1,4280
"p[3,5]",2.12075618550509,0.203105012297571,1.76245328859057,2.11127924829132,2.55705842225287,1,986
"p[3,6]",2.60358232940558,0.346074615419758,1.95278138520711,2.58852074276111,3.34279014554092,1,2778
"p[3,7]",1.47621296544859,0.125769954532788,1.23893960437987,1.47093841281812,1.72733552123694,1,2258
"p[3,8]",0.928893916499289,0.185836502073991,0.590753355318955,0.92194490660428,1.31074491414838,1,4976
"p[3,9]",1.40830041048741,0.130827844559125,1.1730474582715,1.4051096042605,1.67416606944202,1,1054
