"","mean","sd","2.5%","50%","97.5%","Rhat","n.eff"
"p[3,10]",1.18012250393479,0.08743830964163,1.01609142267618,1.17877424759882,1.36021266757001,1,4596
"p[3,11]",2.39613891007019,0.264321027201294,1.92941893717793,2.38422920837987,2.94666134467846,1,1098
"p[4,1]",1.4512912073207,0.173820149759812,1.13168420162154,1.4394199172391,1.81322780539214,1,2729
"p[4,2]",1.80958880230055,0.180826510269709,1.47834483464009,1.79962773261931,2.1854127670122,1,2842
"p[4,3]",2.08028117138748,0.202937555736976,1.71053099337422,2.06467579368491,2.50635982946496,1,4583
"p[4,4]",2.72403402472644,0.305123027538119,2.1645537205205,2.71020544915446,3.3654826472385,1,2392
"p[4,5]",1.90220369439973,0.135696453390939,1.6373472369405,1.89892522596373,2.17772466448569,1,3919
"p[4,6]",1.71691424991504,0.138043861146283,1.45814069469482,1.70952295296338,2.006618575685,1,4737
"p[4,7]",1.93586226497451,0.135654623990276,1.68114805993149,1.9330063719905,2.20930618367166,1,2526
"p[4,8]",3.18077822951124,0.3280656195099,2.58700517531714,3.1669324584153,3.85532092148434,1,1632
"p[4,9]",2.54518803516636,0.234271460010418,2.11864010728508,2.53520089607638,3.0345672882205,1,2807
"p[4,10]",1.74919442743704,0.163694865097015,1.44908572222924,1.74400385511023,2.08322170665718,1,1738
"p[4,11]",2.78132553305963,0.25376070695942,2.31103452245747,2.77234105823776,3.31497862007716,1,4043
"p[5,1]",3.23394792510941,0.588904124555026,2.33529285928982,3.14711830568262,4.67888853001863,1,3226
"p[5,2]",3.02661083141625,0.388321573920146,2.30087961543485,3.00974440856981,3.86307800912373,1,4863
"p[5,3]",2.86209885556228,0.613636388632848,1.64379103566191,2.84908601529503,4.171809422108,1,3995
"p[5,4]",2.91962122569076,0.651005164475043,1.7585205583958,2.88248667070294,4.37439934401238,1,4005
"p[5,5]",2.72580597216437,0.469490194448396,1.63758385357459,2.7882799425173,3.52765505070693,1,1855
"p[5,6]",2.76685027569712,0.672355795234382,1.47021488299003,2.78904599437833,4.16652737867315,1,3596
"p[5,7]",3.16265307695742,0.583003490308098,2.30688031587718,3.06766399783877,4.60861866034734,1,3258
"p[5,8]",3.150512611242,0.378131956789787,2.50655467467005,3.11147234767469,4.00812464494242,1,2586
"p[5,9]",3.02040594877298,0.365451708788543,2.33384977685655,3.0049040988726,3.79282533703032,1,4789
"p[5,10]",3.08198041873799,0.411888878456958,2.38448392027386,3.03787744595659,4.03303368100127,1,4764
"p[5,11]",2.97768062201568,0.356594184552456,2.30130600614999,2.96521668166003,3.71332319343032,1,5305
"cov_chol1[1,1]",0.247590799078366,0.0690576397283292,0.15164256857326,0.235359678746595,0.417277608017882,1,1689
"cov_chol1[1,2]",0,0,0,0,0,NA,NA
"cov_chol1[2,1]",0.183539360299011,0.0844200779482536,0.0493039524214634,0.172720876488797,0.377096255102158,1,2697
"cov_chol1[2,2]",0.15198967703739,0.04915891297886,0.0821664375638044,0.144375509862908,0.271536093606302,1,3262
"cov_chol2[1,1]",0.315247733026048,0.0873788285866192,0.193133621932494,0.300287576889124,0.529706088592204,1,6255
"cov_chol2[1,2]",0,0,0,0,0,NA,NA
"cov_chol2[2,1]",0.111984752658709,0.083293515749124,-0.0316048141534601,0.106383105273028,0.299376552375774,1,3549
"cov_chol2[2,2]",0.172401431603379,0.0632568451292386,0.0744520650759885,0.163871917259956,0.325198614642125,1,2847
"cov_chol3[1,1]",0.309918629539674,0.0891573819714743,0.185213660811217,0.293130599789153,0.53506383208344,1,3001
"cov_chol3[1,2]",0,0,0,0,0,NA,NA
"cov_chol3[2,1]",0.278781547563084,0.163208155842651,0.0077691117140969,0.259343136501895,0.64429324122223,1,2266
"cov_chol3[2,2]",0.340262407510954,0.10072464367823,0.201682376495215,0.321300921930791,0.588481514859054,1,3278
"cov_chol4[1,1]",0.351381827913963,0.0948293965326103,0.214999452650257,0.337343783968996,0.583042666851225,1,4234
"cov_chol4[1,2]",0,0,0,0,0,NA,NA
"cov_chol4[2,1]",0.184709122181185,0.103286699926645,0.0101491416363497,0.175085398817077,0.405587158027391,1.01,750
"cov_chol4[2,2]",0.226986681160911,0.066636226637945,0.130463885713679,0.216358867472486,0.387395706013988,1,4712
"cov_chol5[1,1]",0.216505495879982,0.067842849655004,0.121465509852628,0.203860631074182,0.379924343568615,1,1817
"cov_chol5[1,2]",0,0,0,0,0,NA,NA
"cov_chol5[2,1]",-0.0385141686865444,0.118169505558451,-0.329060058101068,-0.020709793035485,0.181870405124966,1,3477
"cov_chol5[2,2]",0.12159690761682,0.100368524366552,0.0132669644750481,0.0938718099386124,0.383533973549542,1,827
"corr[1,1,1]",1,0,1,1,1,NA,NA
"corr[1,1,2]",0.726252991724917,0.181210052244604,0.260636785675908,0.768836632268643,0.948698079453515,1,2266
"corr[1,2,1]",0.726252991724917,0.181210052244604,0.260636785675908,0.768836632268643,0.948698079453515,1,2266
"corr[1,2,2]",1,4.72488421874165e-17,1,1,1,1,4779
"corr[2,1,1]",1,0,1,1,1,NA,NA
"corr[2,1,2]",0.494925981926919,0.281768419109873,-0.17489372817318,0.552185854601843,0.884907046752616,1,2962
"corr[2,2,1]",0.494925981926919,0.281768419109873,-0.17489372817318,0.552185854601843,0.884907046752616,1,2962
"corr[2,2,2]",1,7.26448045326882e-17,1,1,1,1,6881
"corr[3,1,1]",1,0,1,1,1,NA,NA
"corr[3,1,2]",0.587026426024018,0.23005011719035,0.0190222949308914,0.625740641224808,0.897154592985409,1,3823
"corr[3,2,1]",0.587026426024018,0.23005011719035,0.0190222949308914,0.625740641224808,0.897154592985409,1,3823
"corr[3,2,2]",1,6.70961081523386e-17,1,1,1,1,5609
"corr[4,1,1]",1,0,1,1,1,NA,NA
"corr[4,1,2]",0.586475280860544,0.225769877384026,0.0435314744689471,0.633688241400469,0.898380891878417,1,2229
"corr[4,2,1]",0.586475280860544,0.225769877384026,0.0435314744689471,0.633688241400469,0.898380891878417,1,2229
"corr[4,2,2]",1,6.64592368079033e-17,1,1,1,1,8372
"corr[5,1,1]",1,0,1,1,1,NA,NA
"corr[5,1,2]",-0.184896195300892,0.54995600863225,-0.963462605983117,-0.26144746703362,0.863433658086007,1,2279
"corr[5,2,1]",-0.184896195300892,0.54995600863225,-0.963462605983117,-0.26144746703362,0.863433658086007,1,2279
"corr[5,2,2]",1,7.19714031343604e-17,1,1,1,1,2464
"cov[1,1,1]",0.0660696844973511,0.0418152819285275,0.0229954686034958,0.0553941793208923,0.174120602220485,1,3434
"cov[1,1,2]",0.0491289356551311,0.0374414634978023,0.00914953359176889,0.0400218853888162,0.144012014451174,1,3097
"cov[1,2,1]",0.0491289356551311,0.0374414634978023,0.00914953359176889,0.0400218853888162,0.144012014451174,1,3097
"cov[1,2,2]",0.0663299526561241,0.0456568084742072,0.0186214611192531,0.0542455887753585,0.181906190674982,1,3828
"cov[2,1,1]",0.107015429357264,0.0679891533830538,0.0373005959247495,0.0901726293007122,0.280588540395427,1,5919
"cov[2,1,2]",0.0379828656715737,0.0366822820019186,-0.00901205254776122,0.0309838309795585,0.132970687840928,1,4844
"cov[2,2,1]",0.0379828656715737,0.0366822820019186,-0.00901205254776122,0.0309838309795585,0.132970687840928,1,4844
"cov[2,2,2]",0.0532009827446586,0.0413678489064953,0.00924360000891824,0.0437745452105476,0.162815295662188,1,3936
"cov[3,1,1]",0.103997800791881,0.0677426857920955,0.0343041002276631,0.0859255485963731,0.286293305982799,1,3143
"cov[3,1,2]",0.0927036126445788,0.0799819788223009,0.00240127774982318,0.0745386533206127,0.288550925077433,1,2199
"cov[3,2,1]",0.0927036126445788,0.0799819788223009,0.00240127774982318,0.0745386533206127,0.288550925077433,1,2199
"cov[3,2,2]",0.230276334968886,0.16637537315299,0.073305363934365,0.188469076509997,0.633738218656716,1,1708
"cov[4,1,1]",0.132460904173452,0.0805917396146143,0.0462247735905345,0.113800828723208,0.339938755779963,1,5504
"cov[4,1,2]",0.0694495180433613,0.0547478380401735,0.00319425665497055,0.0567924888932499,0.204013592734919,1,1460
"cov[4,2,1]",0.0694495180433613,0.0547478380401735,0.00319425665497055,0.0567924888932499,0.204013592734919,1,1460
"cov[4,2,2]",0.100747431470761,0.0643036903424171,0.0292528145176479,0.0843214387910516,0.263682322649329,1,1284
"cov[5,1,1]",0.0514768217303234,0.0368867600233988,0.0147538700837652,0.0415591569032516,0.144342509097589,1,2584
"cov[5,1,2]",-0.0096928761870521,0.0322401735243583,-0.0889950047211016,-0.00394871234536228,0.0414158053956137,1,3351
"cov[5,2,1]",-0.0096928761870521,0.0322401735243583,-0.0889950047211016,-0.00394871234536228,0.0414158053956137,1,3351
"cov[5,2,2]",0.0403046180717643,0.065499627643749,0.000221065281173555,0.0172654793189195,0.219758076155734,1,1581
"lp__",673.360298100792,13.0050561026738,648.775879369668,672.807144676645,703.180303086715,1.01,246
